,Quarter,Tm,Detail,RAM,GNB
0,1.0,Rams,Paige Cothren 12 yard field goal,3,0
1,1.0,Packers,Max McGee 44 yard pass from Babe Parilli (Paul Hornung kick),3,7
2,1.0,Rams,Red Phillips 93 yard pass from Billy Wade (Paige Cothren kick),10,7
3,3.0,Rams,Paige Cothren 36 yard field goal,13,7
4,4.0,Rams,Jon Arnett 5 yard rush (Paige Cothren kick),20,7
