,Quarter,Tm,Detail,GNB,POT
0,1.0,Maroons,Charlie Berry 27 yard pass from Jack Ernst (Charlie Berry kick),0,7
1,1.0,Maroons,Charlie Berry 28 yard field goal,0,10
2,2.0,Maroons,Charlie Berry 20 yard blocked punt return (Charlie Berry kick),0,17
3,2.0,Maroons,Charlie Berry 20 yard pass from Jack Ernst (Charlie Berry kick),0,24
4,4.0,Maroons,Armin Mahrt 40 yard rush (Charlie Berry kick),0,31
