,Quarter,Time,Tm,Detail,PHI,WAS
0,1.0,11:19,Eagles,Zach Ertz 5 yard pass from Carson Wentz (Jake Elliott kick),7,0
1,1.0,2:17,Eagles,Jake Elliott 38 yard field goal,10,0
2,2.0,7:00,Eagles,Dallas Goedert 34 yard pass from Carson Wentz (Jake Elliott kick),17,0
3,2.0,0:43,Washington,Logan Thomas 6 yard pass from Dwayne Haskins (Dustin Hopkins kick),17,7
4,3.0,9:28,Washington,Peyton Barber 1 yard rush (Dustin Hopkins kick),17,14
5,4.0,14:18,Washington,Dustin Hopkins 38 yard field goal,17,17
6,4.0,6:17,Washington,Peyton Barber 3 yard rush (Dustin Hopkins kick),17,24
7,4.0,3:29,Washington,Dustin Hopkins 40 yard field goal,17,27
