,Quarter,Tm,Detail,GNB,MIN
0,1.0,Packers,Mike Mercer 32 yard field goal,3,0
1,1.0,Vikings,Bill Brown 1 yard rush (Fred Cox kick),3,7
2,2.0,Vikings,Bill Brown 2 yard rush (Fred Cox kick),3,14
3,3.0,Packers,Donny Anderson 1 yard rush (Mike Mercer kick),10,14
