,Quarter,Tm,Detail,PHI,WAS
0,2,Redskins,Wilbur Moore 23 yard rush,0,6
1,3,Redskins,Dick Todd 6 yard rush (Bob Masterson kick),0,13
2,4,Eagles,Frank Emmons 19 yard pass from Davey O'Brien,6,13
