,Quarter,Tm,Detail,DET,GNB
0,1.0,Packers,Jim Taylor 1 yard rush (Paul Hornung kick),0,7
1,1.0,Lions,Nick Pietrosante 1 yard rush (Jim Martin kick),7,7
2,2.0,Lions,Nick Pietrosante 15 yard rush (Jim Martin kick),14,7
3,2.0,Packers,Paul Hornung 15 yard field goal,14,10
4,4.0,Packers,Paul Hornung 26 yard field goal,14,13
5,4.0,Lions,Jim Martin 44 yard field goal,17,13
