,Quarter,Tm,Detail,CHI,SFO
0,1.0,49ers,Tommy Davis 20 yard field goal,0,3
1,1.0,49ers,Tommy Davis 21 yard field goal,0,6
2,2.0,Bears,Rick Casares 8 yard rush (John Aveni kick),7,6
3,2.0,49ers,J.D. Smith 1 yard rush (Tommy Davis kick),7,13
4,2.0,49ers,R.C. Owens 32 yard pass from John Brodie (Tommy Davis kick),7,20
5,4.0,49ers,"Safety, Brown tackled in end zone by Krueger",7,22
6,4.0,49ers,Tommy Davis 40 yard field goal,7,25
