,Quarter,Tm,Detail,NYG,PHI
0,1.0,Eagles,Bobby Walston 15 yard field goal,0,3
1,2.0,Eagles,Bobby Walston 62 yard pass from Bobby Thomason (Bobby Walston kick),0,10
2,2.0,Eagles,Pete Pihos 32 yard pass from Bobby Thomason (Bobby Walston kick),0,17
3,3.0,Eagles,Pete Pihos 8 yard pass from Bobby Thomason,0,23
4,4.0,Eagles,Bobby Walston 13 yard pass from Bobby Thomason (Bobby Walston kick),0,30
5,4.0,Giants,Frank Gifford 32 yard pass from Charlie Conerly (Frank Gifford kick),7,30
