,Quarter,Tm,Detail,PHI,NYG
0,1.0,Giants,Pete Gogolak 29 yard field goal,0,3
1,2.0,Eagles,Pete Retzlaff 30 yard pass from Norm Snead (Sam Baker kick),7,3
2,2.0,Eagles,Sam Baker 15 yard field goal,10,3
3,2.0,Eagles,Earl Gros 2 yard rush (Sam Baker kick),17,3
4,2.0,Eagles,Timmy Brown 18 yard pass from Norm Snead (Sam Baker kick),24,3
5,4.0,Eagles,Earl Gros 1 yard rush (Sam Baker kick),31,3
