,Quarter,Tm,Detail,PIT,PHI
0,3.0,Eagles,Pete Pihos 28 yard pass from Adrian Burk,0,6
1,3.0,Steelers,Ray Mathews 23 yard pass from Jim Finks (Nick Bolkovac kick),7,6
2,4.0,Eagles,Bobby Walston 11 yard field goal,7,9
3,4.0,Eagles,Hal Giancanelli 16 yard pass from Bobby Thomason (Bobby Walston kick),7,16
4,4.0,Eagles,Frank Ziegler 1 yard rush (Bobby Walston kick),7,23
