,Quarter,Tm,Detail,DAL,NYG
0,1.0,Cowboys,Rafael Septien 26 yard field goal,3,0
1,2.0,Giants,Johnny Perkins 32 yard pass from Phil Simms (Joe Danelo kick),3,7
2,3.0,Cowboys,Rafael Septien 37 yard field goal,6,7
3,4.0,Giants,Billy Taylor 23 yard pass from Phil Simms (Joe Danelo kick),6,14
4,4.0,Cowboys,Drew Pearson 32 yard pass from Roger Staubach (Rafael Septien kick),13,14
5,4.0,Cowboys,Rafael Septien 22 yard field goal,16,14
