,Quarter,Tm,Detail,PHI,STL
0,1.0,Cardinals,Jim Bakken 36 yard field goal,0,3
1,1.0,Cardinals,Larry Stallings 17 yard defensive fumble return (Jim Bakken kick),0,10
2,1.0,Eagles,Pete Retzlaff 23 yard pass from Norm Snead (Sam Baker kick),7,10
3,2.0,Eagles,Timmy Brown 42 yard rush (Sam Baker kick),14,10
4,2.0,Eagles,Pete Retzlaff 5 yard pass from Norm Snead (Sam Baker kick),21,10
5,3.0,Cardinals,Bobby Joe Conrad 2 yard pass from Charley Johnson (Jim Bakken kick),21,17
6,4.0,Cardinals,Charley Johnson 1 yard rush (Jim Bakken kick),21,24
7,4.0,Eagles,Pete Retzlaff 11 yard pass from Norm Snead (Sam Baker kick),28,24
