,Quarter,Tm,Detail,GNB,CHI
0,2.0,Bears,Laurie Walquist unknown yard rush (Joey Sternaman kick),0,7
1,4.0,Bears,Joey Sternaman unknown yard pass from Johnny Mohardt (Joey Sternaman kick),0,14
2,4.0,Bears,Oscar Knop unknown yard pass from Joey Sternaman (Joey Sternaman kick),0,21
