,Quarter,Tm,Detail,NYG,WAS
0,1.0,Giants,Joe Danelo 20 yard field goal,3,0
1,2.0,Redskins,Mark Moseley 22 yard field goal,3,3
2,2.0,Giants,Ray Rhodes 63 yard pass from Craig Morton (Joe Danelo kick),10,3
3,3.0,Redskins,"Safety, McDole tackled Morton in end zone",10,5
4,3.0,Redskins,Frank Grant 53 yard pass from Billy Kilmer (Mark Moseley kick),10,12
5,4.0,Giants,Walker Gillette 62 yard pass from Craig Morton (Joe Danelo kick),17,12
6,4.0,Redskins,Mike Thomas 5 yard pass from Billy Kilmer (Mark Moseley kick),17,19
