,Quarter,Tm,Detail,WAS,PHI
0,2.0,Redskins,Dale Atkeson 3 yard rush,6,0
1,2.0,Eagles,Don Schaefer 2 yard rush (Bobby Walston kick),6,7
2,3.0,Redskins,Sam Baker 38 yard field goal,9,7
3,4.0,Eagles,Bobby Thomason 1 yard rush,9,13
