,Quarter,Time,Tm,Detail,DAL,WAS
0,1.0,10:19,Redskins,Kapri Bibbs 23 yard pass from Alex Smith (Dustin Hopkins kick),0,7
1,2.0,1:00,Cowboys,Michael Gallup 49 yard pass from Dak Prescott (Brett Maher kick),7,7
2,3.0,9:10,Redskins,Dustin Hopkins 21 yard field goal,7,10
3,4.0,12:35,Redskins,Dustin Hopkins 25 yard field goal,7,13
4,4.0,9:46,Cowboys,Brett Maher 47 yard field goal,10,13
5,4.0,4:55,Redskins,Preston Smith 1 yard fumble return (Dustin Hopkins kick),10,20
6,4.0,1:37,Cowboys,Dak Prescott 1 yard rush (Brett Maher kick),17,20
