,Quarter,Tm,Detail,RAM,SFO
0,1.0,Rams,Les Josephson 7 yard pass from Bill Munson (Bruce Gossett kick),7,0
1,2.0,49ers,Dave Kopay 1 yard pass from John Brodie (Tommy Davis kick),7,7
2,2.0,49ers,Gary Lewis 4 yard rush (Tommy Davis kick),7,14
3,3.0,49ers,Monty Stickles 53 yard pass from John Brodie (Tommy Davis kick),7,21
4,4.0,49ers,Dave Parks 69 yard pass from Mike Lind (Tommy Davis kick),7,28
