,Quarter,Tm,Detail,STL,DAL
0,2.0,Cowboys,Pettis Norman 15 yard pass from Don Meredith (Sam Baker kick),0,7
1,2.0,Cardinals,Jim Bakken 43 yard field goal,3,7
2,2.0,Cardinals,Joe Childress 1 yard rush (Jim Bakken kick),10,7
3,2.0,Cardinals,Jimmy Hill 58 yard interception return (Jim Bakken kick),17,7
4,2.0,Cardinals,Jim Bakken 45 yard field goal,20,7
5,3.0,Cardinals,Bobby Joe Conrad 4 yard pass from Charley Johnson (Jim Bakken kick),27,7
6,4.0,Cardinals,Charley Johnson 1 yard rush (Jim Bakken kick),34,7
