,Quarter,Time,Tm,Detail,NOR,CAR
0,2.0,,Saints,Chip Lohmiller 29 yard field goal,3,0
1,2.0,,Panthers,John Kasay 45 yard field goal,3,3
2,3.0,,Panthers,Howard Griffith 2 yard pass from Kerry Collins (John Kasay kick),3,10
3,3.0,,Panthers,Howard Griffith 1 yard rush (John Kasay kick),3,17
4,4.0,,Panthers,John Kasay 37 yard field goal,3,20
