,Quarter,Tm,Detail,DET,RAM
0,2.0,Rams,Bob Klein 4 yard pass from John Hadl (David Ray kick),0,7
1,2.0,Rams,David Ray 20 yard field goal,0,10
2,3.0,Rams,Tony Baker 2 yard rush,0,16
3,4.0,Lions,Ron Jessie 34 yard pass from Bill Munson (Errol Mann kick),7,16
4,4.0,Lions,Charlie Sanders 1 yard pass from Bill Munson,13,16
