,Quarter,Time,Tm,Detail,WAS,PHI
0,1.0,10:46,Redskins,Stephen Davis 12 yard rush (Michael Husted kick),7,0
1,2.0,1:29,Eagles,Charles Johnson 30 yard pass from Donovan McNabb (David Akers kick),7,7
2,4.0,14:57,Eagles,Na Brown 8 yard pass from Donovan McNabb (David Akers kick),7,14
3,4.0,10:15,Redskins,Skip Hicks 3 yard rush (Michael Husted kick),14,14
4,4.0,0:02,Redskins,Michael Husted 24 yard field goal,17,14
