,Quarter,Tm,Detail,DET,GNB
0,1.0,Lions,Clyde LeForce 19 yard pass from Fred Enke (Merv Pregulman kick),7,0
1,2.0,Packers,Clyde Goodnight 23 yard pass from Jack Jacobs (Ed Cody kick),7,7
2,2.0,Packers,Walt Schlinkman 1 yard rush,7,13
3,3.0,Packers,Jack Jacobs 1 yard rush (Ted Fritsch kick),7,20
4,3.0,Packers,Ted Fritsch 27 yard field goal,7,23
5,4.0,Lions,Joe Margucci 4 yard rush (Merv Pregulman kick),14,23
6,4.0,Packers,Ted Fritsch 45 yard field goal,14,26
7,4.0,Lions,Clyde LeForce 17 yard rush (Merv Pregulman kick),21,26
8,4.0,Packers,Tony Canadeo 5 yard rush (Ed Cody kick),21,33
