,Quarter,Tm,Detail,WAS,DAL
0,1.0,Redskins,John Riggins 3 yard rush (Mark Moseley kick),7,0
1,1.0,Redskins,Clint Didier 40 yard pass from Joe Theismann (Mark Moseley kick),14,0
2,1.0,Cowboys,Doug Cosbie 29 yard pass from Danny White (Rafael Septien kick),14,7
3,2.0,Cowboys,Rafael Septien 35 yard field goal,14,10
4,3.0,Redskins,Art Monk 43 yard pass from Joe Theismann (Mark Moseley kick),21,10
5,4.0,Redskins,John Riggins 1 yard rush (Mark Moseley kick),28,10
6,4.0,Redskins,Mark Moseley 38 yard field goal,31,10
