,Quarter,Time,Tm,Detail,DET,CHI
0,1.0,4:35,Lions,Jason Hanson 24 yard field goal,3,0
1,2.0,2:48,Bears,Bobby Engram 4 yard pass from Cade McNown (Chris Boniol kick),3,7
2,2.0,0:07,Bears,Marcus Robinson 1 yard pass from Cade McNown (Chris Boniol kick),3,14
3,3.0,6:56,Bears,Marcus Robinson 36 yard pass from Cade McNown (Chris Boniol kick),3,21
4,4.0,8:22,Bears,Marcus Robinson 42 yard pass from Cade McNown (Chris Boniol kick),3,28
5,4.0,3:25,Lions,Charlie Batch 12 yard rush (Jason Hanson kick),10,28
