,Quarter,Tm,Detail,RAM,DET
0,1.0,Rams,Tank Younger 1 yard rush (Ben Agajanian kick),7,0
1,2.0,Lions,Leon Hart 16 yard pass from Bobby Layne,7,6
2,2.0,Rams,Elroy Hirsch 40 yard pass from Norm Van Brocklin (Ben Agajanian kick),14,6
3,2.0,Rams,Ben Agajanian 12 yard field goal,17,6
4,2.0,Lions,Doak Walker 40 yard field goal,17,9
5,3.0,Rams,Woodley Lewis 78 yard punt return (Ben Agajanian kick),24,9
6,3.0,Lions,Doak Walker 35 yard field goal,24,12
7,3.0,Lions,Dorne Dibble 36 yard pass from Bobby Layne (Doak Walker kick),24,19
8,4.0,Rams,Bob Boyd 45 yard pass from Norm Van Brocklin (Ben Agajanian kick),31,19
