,Quarter,Time,Tm,Detail,CLE,CIN
0,1.0,12:27,Bengals,Kelley Washington 22 yard pass from Carson Palmer (Shayne Graham kick),0,7
1,1.0,8:50,Browns,Phil Dawson 30 yard field goal,3,7
2,1.0,3:09,Bengals,Chad Johnson 8 yard pass from Carson Palmer (Shayne Graham kick),3,14
3,2.0,0:00,Bengals,Shayne Graham 37 yard field goal,3,17
4,4.0,14:11,Bengals,Shayne Graham 37 yard field goal,3,20
5,4.0,13:06,Browns,Reuben Droughns 1 yard rush (Phil Dawson kick),10,20
6,4.0,9:50,Bengals,Rudi Johnson 1 yard rush (Shayne Graham kick),10,27
7,4.0,7:08,Bengals,Rudi Johnson 9 yard rush (Shayne Graham kick),10,34
8,4.0,0:58,Browns,Charlie Frye 2 yard rush (Phil Dawson kick),17,34
