,Quarter,Tm,Detail,DET,GNB
0,1.0,Packers,Marv Fleming 53 yard pass from Bart Starr (Don Chandler kick),0,7
1,1.0,Packers,Don Chandler 14 yard field goal,0,10
2,2.0,Packers,Carroll Dale 78 yard pass from Bart Starr (Don Chandler kick),0,17
3,2.0,Lions,Tom Nowatzke 1 yard rush (Wayne Walker kick),7,17
4,3.0,Packers,Don Chandler 22 yard field goal,7,20
5,4.0,Lions,Amos Marsh 8 yard rush (Wayne Walker kick),14,20
6,4.0,Packers,Don Chandler 31 yard field goal,14,23
