,Quarter,Tm,Detail,DET,CHI
0,1.0,Bears,Roger LeClerc 26 yard field goal,0,3
1,1.0,Bears,Johnny Morris 27 yard pass from Rudy Bukich (Roger LeClerc kick),0,10
2,2.0,Bears,Gale Sayers 7 yard pass from Rudy Bukich (Roger LeClerc kick),0,17
3,2.0,Lions,Wayne Walker 17 yard field goal,3,17
4,2.0,Bears,Johnny Morris 59 yard pass from Jon Arnett (Roger LeClerc kick),3,24
5,3.0,Bears,Mike Ditka 3 yard pass from Rudy Bukich (Roger LeClerc kick),3,31
6,4.0,Bears,Bennie McRae 89 yard interception return (Roger LeClerc kick),3,38
7,4.0,Lions,Pat Studstill 6 yard pass from George Izo (Wayne Walker kick),10,38
