,Quarter,Tm,Detail,DAL,NYG
0,1.0,Cowboys,Toni Fritsch 13 yard field goal,3,0
1,1.0,Cowboys,Toni Fritsch 37 yard field goal,6,0
2,2.0,Cowboys,Walt Garrison 4 yard pass from Roger Staubach (Toni Fritsch kick),13,0
3,2.0,Giants,Ron Johnson 1 yard rush (Pete Gogolak kick),13,7
4,2.0,Giants,Pete Gogolak 43 yard field goal,13,10
5,3.0,Cowboys,Toni Fritsch 17 yard field goal,16,10
6,4.0,Cowboys,Walt Garrison 1 yard rush (Toni Fritsch kick),23,10
