,Quarter,Tm,Detail,PHI,PIT
0,3.0,Eagles,Roy Zimmerman 1 yard rush (Roy Zimmerman kick),7,0
1,4.0,Steelers,Steve Lach 1 yard rush (Merl Condit kick),7,7
2,4.0,Steelers,Bill Dudley 14 yard field goal,7,10
