,Quarter,Tm,Detail,WAS,PHI
0,1.0,Eagles,Bobby Walston 44 yard field goal,0,3
1,2.0,Eagles,Bobby Walston 43 yard pass from Adrian Burk (Bobby Walston kick),0,10
2,2.0,Redskins,Rob Goode 2 yard rush (Bill Dudley kick),7,10
3,2.0,Redskins,George Thomas 53 yard pass from Sammy Baugh (Bill Dudley kick),14,10
4,3.0,Eagles,Steve Van Buren 2 yard rush (Bobby Walston kick),14,17
5,3.0,Redskins,Bill Dudley 14 yard field goal,17,17
6,4.0,Redskins,Bill Dudley 20 yard field goal,20,17
7,4.0,Redskins,Bill Dudley 9 yard rush (Bill Dudley kick),27,17
8,4.0,Eagles,Clyde Scott 53 yard pass from Adrian Burk,27,23
