,Quarter,Time,Tm,Detail,CIN,BAL
0,1.0,7:20,Bengals,Andy Dalton 7 yard rush (Mike Nugent kick),7,0
1,2.0,12:18,Bengals,Marvin Jones 16 yard pass from Andy Dalton (Mike Nugent kick),14,0
2,3.0,6:23,Ravens,Steve Smith 50 yard pass from Joe Flacco (Justin Tucker kick),14,7
3,4.0,13:27,Ravens,Justin Tucker 21 yard field goal,14,10
4,4.0,6:49,Ravens,C.J. Mosley 41 yard defensive fumble return (Justin Tucker kick),14,17
5,4.0,6:37,Bengals,A.J. Green 80 yard pass from Andy Dalton (Mike Nugent kick),21,17
6,4.0,3:56,Ravens,Steve Smith 16 yard pass from Joe Flacco (Justin Tucker kick),21,24
7,4.0,2:10,Bengals,A.J. Green 7 yard pass from Andy Dalton (Mike Nugent kick),28,24
