,Quarter,Tm,Detail,NYG,PHI
0,1.0,Eagles,Sonny Davis 10 yard rush (Happy Feller kick),0,7
1,2.0,Eagles,Happy Feller 20 yard field goal,0,10
2,2.0,Eagles,Happy Feller 10 yard field goal,0,13
3,2.0,Giants,Charlie Evans 1 yard rush (Pete Gogolak kick),7,13
4,4.0,Eagles,Happy Feller 30 yard field goal,7,16
5,4.0,Eagles,Larry Watkins 11 yard rush (Happy Feller kick),7,23
