,Quarter,Tm,Detail,BAL,MIA
0,1.0,Dolphins,Mercury Morris 48 yard rush (Garo Yepremian kick),0,7
1,1.0,Dolphins,Tim Foley 8 yard blocked punt return (Garo Yepremian kick),0,14
2,1.0,Dolphins,Garo Yepremian 13 yard field goal,0,17
3,2.0,Dolphins,Mercury Morris 53 yard rush (Garo Yepremian kick),0,24
4,2.0,Dolphins,Garo Yepremian 14 yard field goal,0,27
5,3.0,Dolphins,Tim Foley 5 yard blocked punt return (Garo Yepremian kick),0,34
6,3.0,Dolphins,Garo Yepremian 38 yard field goal,0,37
7,4.0,Dolphins,Charlie Leigh 34 yard rush (Garo Yepremian kick),0,44
