,Quarter,Tm,Detail,WAS,PHI
0,1.0,Eagles,Billy Ray Barnes 61 yard rush (Bobby Walston kick),0,7
1,1.0,Eagles,Paige Cothren 46 yard field goal,0,10
2,2.0,Eagles,Clarence Peaks 2 yard rush,0,16
3,2.0,Redskins,Don Bosseler 41 yard rush,6,16
4,2.0,Redskins,Sam Baker 24 yard field goal,9,16
5,2.0,Eagles,Bobby Walston 22 yard pass from Norm Van Brocklin (Bobby Walston kick),9,23
6,2.0,Eagles,Tommy McDonald 3 yard pass from Norm Van Brocklin (Bobby Walston kick),9,30
7,4.0,Redskins,Don Bosseler 1 yard rush (Sam Baker kick),16,30
8,4.0,Redskins,Jim Podoley 8 yard pass from Eddie LeBaron (Sam Baker kick),23,30
