,Quarter,Time,Tm,Detail,SFO,STL
0,1.0,,Rams,Jeff Wilkins 40 yard field goal,0,3
1,2.0,1:52,Rams,Jeff Wilkins 49 yard field goal,0,6
2,2.0,1:52,49ers,J.J. Stokes 25 yard pass from Jim Druckenmiller (Gary Anderson kick),7,6
3,2.0,1:52,Rams,Jeff Wilkins 52 yard field goal,7,9
4,3.0,1:52,Rams,Jeff Wilkins 34 yard field goal,7,12
5,4.0,1:52,49ers,Garrison Hearst 35 yard rush (Terry Kirby pass from Jim Druckenmiller),15,12
