,Quarter,Time,Tm,Detail,WAS,PHI
0,2.0,13:57,Redskins,Ki-Jana Carter 5 yard rush (Brett Conway kick),7,0
1,2.0,0:08,Redskins,Brett Conway 43 yard field goal,10,0
2,3.0,4:05,Eagles,David Akers 49 yard field goal,10,3
3,4.0,0:30,Redskins,Brett Conway 32 yard field goal,13,3
