,Quarter,Tm,Detail,MIA,BUF
0,2.0,Dolphins,Garo Yepremian 32 yard field goal,3,0
1,3.0,Dolphins,Garo Yepremian 37 yard field goal,6,0
2,3.0,Dolphins,Norm Bulaich 20 yard rush (Garo Yepremian kick),13,0
