,Quarter,Tm,Detail,DET,MIN
0,1.0,Lions,Benny Ricardo 22 yard field goal,3,0
1,1.0,Vikings,Sammy White 24 yard pass from Fran Tarkenton (Fred Cox kick),3,7
2,2.0,Lions,Lawrence Gaines 1 yard rush,9,7
3,2.0,Vikings,Fred Cox 39 yard field goal,9,10
4,3.0,Vikings,Chuck Foreman 2 yard rush (Fred Cox kick),9,17
5,3.0,Lions,Lawrence Gaines 1 yard rush (Benny Ricardo kick),16,17
6,4.0,Vikings,Chuck Foreman 1 yard rush (Fred Cox kick),16,24
7,4.0,Lions,Larry Walton 26 yard pass from Greg Landry (Benny Ricardo kick),23,24
8,4.0,Vikings,Sammy White 37 yard pass from Fran Tarkenton (Fred Cox kick),23,31
