,Quarter,Tm,Detail,CHI,DET
0,1.0,Bears,Hugh Gallarneau 2 yard rush (Bob Snyder kick),7,0
1,2.0,Bears,Norm Standlee 6 yard rush (Bob Snyder kick),14,0
2,3.0,Bears,George McAfee 1 yard rush (Bob Snyder kick),21,0
3,3.0,Lions,Billy Jefferson 101 yard kickoff return (Augie Lio kick),21,7
4,4.0,Bears,Joe Maniaci 24 yard field goal,24,7
