,Quarter,Tm,Detail,CHI,GNB
0,3.0,Bears,Johnny Lujack 16 yard field goal,3,0
1,4.0,Bears,J.R. Boone 37 yard pass from Johnny Lujack (Johnny Lujack kick),10,0
2,4.0,Bears,Ken Kavanaugh 27 yard pass from Johnny Lujack (Johnny Lujack kick),17,0
