,Quarter,Tm,Detail,WAS,PHI
0,2,Eagles,Ernie Steele 10 yard pass from Roy Zimmerman (Roy Zimmerman kick),0,7
1,3,Eagles,Steve Van Buren 44 yard pass from Roy Zimmerman,0,13
2,4,Eagles,Roy Zimmerman 15 yard field goal,0,16
