,Quarter,Tm,Detail,PHI,DAL
0,2.0,Eagles,Cris Carter 6 yard pass from Randall Cunningham (Roger Ruzek kick),7,0
1,2.0,Eagles,Roger Ruzek 36 yard field goal,10,0
2,3.0,Eagles,Cris Carter 18 yard pass from Randall Cunningham (Roger Ruzek kick),17,0
3,3.0,Eagles,Keith Byars 1 yard rush (Roger Ruzek kick),24,0
4,4.0,Eagles,Roger Ruzek 38 yard field goal,27,0
