,Quarter,Tm,Detail,MIA,BUF
0,2.0,Dolphins,Uwe von Schamann 33 yard field goal,3,0
1,2.0,Dolphins,Uwe von Schamann 23 yard field goal,6,0
2,3.0,Dolphins,Uwe von Schamann 36 yard field goal,9,0
3,4.0,Dolphins,Uwe von Schamann 50 yard field goal,12,0
