,Quarter,Tm,Detail,RAM,DET
0,2.0,Rams,Jon Arnett 12 yard pass from Norm Van Brocklin (Paige Cothren kick),7,0
1,2.0,Lions,Jerry Reichow 16 yard pass from Tobin Rote (Bobby Layne kick),7,7
2,2.0,Lions,Bobby Layne 25 yard field goal,7,10
