,Quarter,Time,Tm,Detail,MIN,CHI
0,1.0,,Vikings,Robert Smith 67 yard pass from Randall Cunningham (Gary Anderson kick),7,0
1,1.0,,Bears,Bobby Engram 33 yard pass from Erik Kramer (Jeff Jaeger kick),7,7
2,2.0,,Vikings,Gary Anderson 50 yard field goal,10,7
3,2.0,,Bears,Chris Penn 23 yard pass from Erik Kramer (Jeff Jaeger kick),10,14
4,2.0,0:33,Bears,Bobby Engram 4 yard pass from Erik Kramer (Jeff Jaeger kick),10,21
5,3.0,0:33,Vikings,Andrew Glover 19 yard pass from Randall Cunningham (Gary Anderson kick),17,21
6,3.0,0:33,Vikings,Cris Carter 35 yard pass from Randall Cunningham (Gary Anderson kick),24,21
7,4.0,10:13,Vikings,Randy Moss 44 yard pass from Randall Cunningham (Gary Anderson kick),31,21
8,4.0,1:57,Bears,Ryan Wetnight 19 yard pass from Erik Kramer (Jeff Jaeger kick),31,28
