,Quarter,Tm,Detail,NYJ,MIA
0,1.0,Dolphins,Mark Clayton 39 yard pass from Dan Marino (Pete Stoyanovich kick),0,7
1,3.0,Jets,Rob Moore 48 yard pass from Browning Nagle (Cary Blanchard kick),7,7
2,3.0,Jets,Bobby Houston 20 yard interception return (Cary Blanchard kick),14,7
3,4.0,Dolphins,Pete Stoyanovich 32 yard field goal,14,10
4,4.0,Jets,Cary Blanchard 35 yard field goal,17,10
5,4.0,Dolphins,Tony Martin 55 yard pass from Dan Marino,17,16
6,4.0,Dolphins,Pete Stoyanovich 37 yard field goal,17,19
