,Quarter,Tm,Detail,CIN,HOU
0,1.0,Bengals,Isaac Curtis 7 yard pass from Ken Anderson (Chris Bahr kick),7,0
1,1.0,Bengals,Chris Bahr 34 yard field goal,10,0
2,2.0,Bengals,Bruce Coslet 14 yard pass from John Reaves (Chris Bahr kick),17,0
3,2.0,Bengals,Chris Bahr 28 yard field goal,20,0
4,3.0,Bengals,Melvin Morgan 32 yard defensive fumble return (Chris Bahr kick),27,0
5,4.0,Oilers,Ronnie Coleman 69 yard punt return (Skip Butler kick),27,7
