,Quarter,Tm,Detail,WAS,DAL
0,1.0,Cowboys,Lee Folkins 1 yard pass from Don Meredith (Sam Baker kick),0,7
1,2.0,Redskins,Fred Dugan 41 yard pass from Norm Snead (Bob Khayat kick),7,7
2,2.0,Redskins,Bob Khayat 12 yard field goal,10,7
3,2.0,Cowboys,Frank Clarke 13 yard pass from Don Meredith (Sam Baker kick),10,14
4,3.0,Redskins,Bob Khayat 49 yard field goal,13,14
5,3.0,Cowboys,Lee Folkins 1 yard pass from Don Meredith (Sam Baker kick),13,21
6,4.0,Redskins,Fred Dugan 19 yard pass from Norm Snead (Bob Khayat kick),20,21
7,4.0,Cowboys,Jim Stiger 7 yard rush (Sam Baker kick),20,28
8,4.0,Cowboys,Frank Clarke 12 yard pass from Don Meredith (Sam Baker kick),20,35
