,Quarter,Time,Tm,Detail,IND,PIT
0,1.0,15:00,Colts,Ronald Humphrey 95 yard kickoff return (Dean Biasucci kick),7,0
1,2.0,15:00,Colts,Quentin Coryatt 78 yard defensive fumble return (Dean Biasucci kick),14,0
2,2.0,15:00,Steelers,Eric Green 27 yard pass from Neil O'Donnell (Gary Anderson kick),14,7
3,2.0,15:00,Steelers,Barry Foster 29 yard rush (Gary Anderson kick),14,14
4,2.0,15:00,Steelers,Gary Anderson 46 yard field goal,14,17
5,3.0,15:00,Colts,Sean Dawkins 19 yard pass from Jim Harbaugh (Dean Biasucci kick),21,17
6,4.0,15:00,Steelers,John Williams 8 yard pass from Neil O'Donnell (Gary Anderson kick),21,24
7,4.0,15:00,Steelers,Bam Morris 1 yard rush (Gary Anderson kick),21,31
