,Quarter,Tm,Detail,RAM,SFO
0,1.0,Rams,Cleveland Gary 22 yard pass from Buford McGee (Mike Lansford kick),7,0
1,2.0,Rams,Cleveland Gary 10 yard rush (Mike Lansford kick),14,0
2,2.0,49ers,John Taylor 5 yard pass from Joe Montana (Mike Cofer kick),14,7
3,2.0,Rams,Buford McGee 6 yard rush (Mike Lansford kick),21,7
4,3.0,49ers,Harry Sydney 23 yard pass from Joe Montana (Mike Cofer kick),21,14
5,3.0,49ers,Mike Cofer 42 yard field goal,21,17
6,4.0,Rams,Cleveland Gary 1 yard rush (Mike Lansford kick),28,17
