,Quarter,Time,Tm,Detail,NYJ,NWE
0,1.0,8:16,Patriots,Stephen Gostkowski 29 yard field goal,0,3
1,1.0,3:02,Patriots,Martellus Bennett 5 yard pass from Tom Brady (Stephen Gostkowski kick),0,10
2,2.0,11:13,Patriots,Stephen Gostkowski 22 yard field goal,0,13
3,2.0,2:40,Patriots,Matt Lengel 18 yard pass from Tom Brady (Stephen Gostkowski kick),0,20
4,2.0,0:25,Patriots,James White 25 yard pass from Tom Brady (Stephen Gostkowski kick),0,27
5,3.0,3:22,Patriots,LeGarrette Blount 1 yard rush (Stephen Gostkowski kick),0,34
6,4.0,12:24,Patriots,LeGarrette Blount 1 yard rush (Stephen Gostkowski kick),0,41
7,4.0,6:16,Jets,Nick Folk 29 yard field goal,3,41
