,Quarter,Tm,Detail,WAS,NYG
0,1.0,Redskins,Curt Knight 41 yard field goal,3,0
1,2.0,Giants,Pete Gogolak 43 yard field goal,3,3
2,2.0,Redskins,Larry Brown 7 yard pass from Billy Kilmer,9,3
3,2.0,Giants,Pete Gogolak 14 yard field goal,9,6
4,3.0,Giants,Pete Gogolak 22 yard field goal,9,9
5,3.0,Redskins,Larry Brown 38 yard rush (Curt Knight kick),16,9
6,4.0,Redskins,Jerry Smith 5 yard pass from Billy Kilmer (Curt Knight kick),23,9
7,4.0,Giants,Bob Tucker 10 yard pass from Norm Snead (Pete Gogolak kick),23,16
