,Quarter,Time,Tm,Detail,WAS,DAL
0,1.0,7:59,Cowboys,Mike Vanderjagt 26 yard field goal,0,3
1,1.0,2:33,Cowboys,Patrick Crayton 4 yard pass from Drew Bledsoe (Mike Vanderjagt kick),0,10
2,2.0,14:20,Redskins,John Hall 39 yard field goal,3,10
3,2.0,8:38,Cowboys,Marion Barber III 1 yard rush (Mike Vanderjagt kick),3,17
4,2.0,8:25,Redskins,Rock Cartwright 100 yard kickoff return (John Hall kick),10,17
5,4.0,14:53,Cowboys,Terry Glenn 40 yard pass from Drew Bledsoe (Mike Vanderjagt kick),10,24
6,4.0,7:43,Cowboys,Mike Vanderjagt 50 yard field goal,10,27
