,Quarter,Tm,Detail,GNB,CHI
0,1.0,Bears,Mike Ditka 47 yard pass from Billy Wade (Roger LeClerc kick),0,7
1,1.0,Packers,Ron Kramer 53 yard pass from Bart Starr (Paul Hornung kick),7,7
2,2.0,Packers,Ron Kramer 8 yard pass from Bart Starr (Paul Hornung kick),14,7
3,2.0,Packers,Paul Hornung 8 yard rush (Paul Hornung kick),21,7
4,2.0,Packers,Paul Hornung 34 yard pass from Bart Starr (Paul Hornung kick),28,7
5,3.0,Packers,Paul Hornung 51 yard field goal,31,7
6,3.0,Bears,Mike Ditka 15 yard pass from Billy Wade (Roger LeClerc kick),31,14
7,4.0,Bears,Mike Ditka 29 yard pass from Billy Wade (Roger LeClerc kick),31,21
8,4.0,Bears,Rick Casares 9 yard rush (Roger LeClerc kick),31,28
