,Quarter,Tm,Detail,PIT,CLE
0,2.0,Browns,Michael Jackson 62 yard pass from Vinny Testaverde (Matt Stover kick),0,7
1,2.0,Browns,Eric Metcalf 91 yard punt return (Matt Stover kick),0,14
2,2.0,Steelers,Barry Foster 4 yard rush (Gary Anderson kick),7,14
3,2.0,Steelers,Barry Foster 1 yard rush (Gary Anderson kick),14,14
4,3.0,Steelers,Gary Anderson 30 yard field goal,17,14
5,3.0,Browns,Ron Wolfley 4 yard pass from Vinny Testaverde (Matt Stover kick),17,21
6,3.0,Steelers,Gary Anderson 46 yard field goal,20,21
7,4.0,Steelers,Gary Anderson 30 yard field goal,23,21
8,4.0,Browns,Eric Metcalf 75 yard punt return (Matt Stover kick),23,28
