,Quarter,Tm,Detail,WAS,PHI
0,1.0,Eagles,Harold Carmichael 6 yard pass from Roman Gabriel (Tom Dempsey kick),0,7
1,1.0,Redskins,Duane Thomas 1 yard rush (Mark Moseley kick),7,7
2,2.0,Eagles,Harold Carmichael 13 yard pass from Roman Gabriel (Tom Dempsey kick),7,14
3,3.0,Eagles,Tom Sullivan 1 yard pass from Roman Gabriel (run failed),7,20
4,3.0,Redskins,Chris Hanburger defensive fumble recovery in end zone (Mark Moseley kick),14,20
5,3.0,Redskins,Mark Moseley 40 yard field goal,17,20
6,4.0,Redskins,Mark Moseley 35 yard field goal,20,20
7,4.0,Redskins,Charley Taylor 30 yard pass from Sonny Jurgensen (Mark Moseley kick),27,20
