,Quarter,Tm,Detail,GNB,CHI
0,1.0,Packers,Cully Lidberg unknown yard rush,6,0
1,3.0,Packers,Verne Lewellen unknown yard rush,12,0
2,3.0,Packers,Eddie Kotal unknown yard pass from Red Dunn (Red Dunn kick),19,0
3,3.0,Packers,Eddie Kotal unknown yard pass from Verne Lewellen,25,0
