,Quarter,Tm,Detail,RAM,CHI
0,1.0,Bears,Jim Jones 22 yard pass from Rudy Bukich (Roger LeClerc kick),0,7
1,2.0,Rams,Dick Bass 10 yard rush (Bruce Gossett kick),7,7
2,2.0,Bears,Gale Sayers 93 yard kickoff return (Roger LeClerc kick),7,14
3,2.0,Rams,Bruce Gossett 33 yard field goal,10,14
4,2.0,Bears,Roger LeClerc 9 yard field goal,10,17
