,Quarter,Time,Tm,Detail,NYJ,BUF
0,2.0,12:40,Bills,Dan Carpenter 40 yard field goal,0,3
1,2.0,4:05,Bills,T.J. Graham 34 yard pass from EJ Manuel (Dan Carpenter kick),0,10
2,2.0,3:17,Bills,Frank Summers 3 yard rush (Dan Carpenter kick),0,17
3,2.0,1:15,Bills,Dan Carpenter 42 yard field goal,0,20
4,3.0,7:18,Jets,Chris Ivory 1 yard rush (Nick Folk kick),7,20
5,3.0,4:40,Bills,Marquise Goodwin 43 yard pass from EJ Manuel (Dan Carpenter kick),7,27
6,3.0,1:14,Bills,Da'Norris Searcy 32 yard interception return (Dan Carpenter kick),7,34
7,4.0,9:36,Jets,Jeff Cumberland 13 yard pass from Matt Simms (Nick Folk kick),14,34
8,4.0,4:02,Bills,Dan Carpenter 43 yard field goal,14,37
