,Quarter,Time,Tm,Detail,NYJ,BUF
0,1.0,5:01,Bills,Sammy Morris 1 yard rush (Steve Christie kick),0,7
1,1.0,0:59,Jets,Fred Baxter 12 yard pass from Vinny Testaverde (John Hall kick),7,7
2,2.0,5:16,Bills,Steve Christie 20 yard field goal,7,10
3,2.0,4:49,Bills,Henry Jones 45 yard interception return (Steve Christie kick),7,17
4,3.0,6:19,Jets,John Hall 40 yard field goal,10,17
5,3.0,1:04,Jets,Wayne Chrebet 10 yard pass from Vinny Testaverde (John Hall kick),17,17
6,4.0,6:14,Bills,Steve Christie 29 yard field goal,17,20
7,4.0,2:20,Jets,John Hall 36 yard field goal,20,20
8,4.0,0:00,Bills,Steve Christie 34 yard field goal,20,23
