,Quarter,Tm,Detail,SFO,RAM
0,1.0,49ers,Tom Rathman 9 yard rush (Ray Wersching kick),7,0
1,1.0,Rams,Mike Lansford 22 yard field goal,7,3
2,2.0,49ers,Ray Wersching 22 yard field goal,10,3
3,2.0,49ers,Mike Wilson 17 yard pass from Joe Montana (Ray Wersching kick),17,3
4,2.0,49ers,John Frank 2 yard pass from Joe Montana (Ray Wersching kick),24,3
5,4.0,49ers,Jerry Rice 51 yard pass from Joe Montana (Ray Wersching kick),31,3
6,4.0,Rams,Mike Young 7 yard pass from Jim Everett (Mike Lansford kick),31,10
