,Quarter,Tm,Detail,PIT,CLE
0,1.0,Browns,Matt Stover 34 yard field goal,0,3
1,2.0,Browns,Leroy Hoard 2 yard pass from Bernie Kosar (Matt Stover kick),0,10
2,2.0,Steelers,Neil O'Donnell 1 yard rush (Gary Anderson kick),7,10
3,3.0,Browns,Kevin Mack 1 yard rush (Matt Stover kick),7,17
4,4.0,Steelers,Warren Williams 1 yard rush (Gary Anderson kick),14,17
