,Quarter,Tm,Detail,DEN,KAN
0,1.0,Chiefs,Ed Podolak 65 yard rush (Jan Stenerud kick),0,7
1,1.0,Chiefs,Jan Stenerud 35 yard field goal,0,10
2,3.0,Chiefs,Jan Stenerud 14 yard field goal,0,13
3,4.0,Chiefs,Jan Stenerud 34 yard field goal,0,16
